customerid,recency,frequency,monetary,cluster,segment
15300,63,1,496,0,Low Value Customers
15301,50,14,5092,0,Low Value Customers
15303,289,1,574,1,Lost Customers
15304,60,10,708,0,Low Value Customers
15306,63,3,1174,0,Low Value Customers
15307,95,1,205,0,Low Value Customers
15308,270,2,318,1,Lost Customers
15311,0,118,61981,2,Big Spenders
15312,74,5,928,0,Low Value Customers
15313,109,1,52,0,Low Value Customers
15314,198,1,327,1,Lost Customers
15315,63,3,589,0,Low Value Customers
15316,326,1,165,1,Lost Customers
15318,3,1,312,0,Low Value Customers
15319,283,1,204,1,Lost Customers
15320,43,1,267,0,Low Value Customers
15321,48,4,2833,0,Low Value Customers
15322,63,2,756,0,Low Value Customers
15325,103,1,161,0,Low Value Customers
15326,333,1,311,1,Lost Customers
15327,52,1,208,0,Low Value Customers
15329,34,5,1093,0,Low Value Customers
15330,31,2,714,0,Low Value Customers
15332,365,4,1661,1,Lost Customers
15333,207,1,1028,1,Lost Customers
15334,156,3,350,1,Lost Customers
15335,53,1,170,0,Low Value Customers
15339,65,3,590,0,Low Value Customers
15341,80,1,2020,0,Low Value Customers
15342,115,2,420,0,Low Value Customers
15343,86,1,364,0,Low Value Customers
15344,0,5,651,0,Low Value Customers
15345,34,2,419,0,Low Value Customers
15346,332,1,252,1,Lost Customers
15347,365,1,201,1,Lost Customers
15348,71,1,158,0,Low Value Customers
15349,157,2,463,1,Lost Customers
15350,372,1,115,1,Lost Customers
15351,11,10,2032,0,Low Value Customers
15353,254,2,770,1,Lost Customers
15355,28,2,277,0,Low Value Customers
15356,30,10,2718,0,Low Value Customers
15358,4,29,8458,0,Low Value Customers
15360,39,1,427,0,Low Value Customers
15361,361,1,418,1,Lost Customers
15363,240,2,333,1,Lost Customers
15364,95,2,913,0,Low Value Customers
15365,25,9,3298,0,Low Value Customers
15366,74,2,602,0,Low Value Customers
15367,56,5,1887,0,Low Value Customers
15368,20,1,446,0,Low Value Customers
15369,143,1,1592,1,Lost Customers
15370,40,8,2411,0,Low Value Customers
15372,136,1,2007,0,Low Value Customers
15373,7,13,2618,0,Low Value Customers
15374,128,1,168,0,Low Value Customers
15376,39,3,1221,0,Low Value Customers
15379,168,8,3774,1,Lost Customers
15380,8,6,1698,0,Low Value Customers
15381,213,2,596,1,Lost Customers
15382,14,8,5983,0,Low Value Customers
15384,169,3,649,1,Lost Customers
15385,39,1,316,0,Low Value Customers
15386,185,1,394,1,Lost Customers
15388,269,1,140,1,Lost Customers
15389,171,1,500,1,Lost Customers
15392,4,5,1555,0,Low Value Customers
15393,15,2,231,0,Low Value Customers
15394,9,4,2183,0,Low Value Customers
15395,325,1,107,1,Lost Customers
15396,112,1,288,0,Low Value Customers
15397,289,1,94,1,Lost Customers
15398,15,3,1351,0,Low Value Customers
15399,0,3,815,0,Low Value Customers
15400,91,6,765,0,Low Value Customers
15402,148,2,626,1,Lost Customers
15405,188,1,349,1,Lost Customers
15406,17,4,594,0,Low Value Customers
15407,33,4,1046,0,Low Value Customers
15408,263,1,267,1,Lost Customers
15410,83,8,3450,0,Low Value Customers
15411,25,5,1361,0,Low Value Customers
15412,170,1,190,1,Lost Customers
15414,9,3,774,0,Low Value Customers
15415,312,1,559,1,Lost Customers
15416,64,5,3994,0,Low Value Customers
15417,84,1,508,0,Low Value Customers
15419,24,1,135,0,Low Value Customers
15421,58,4,950,0,Low Value Customers
15422,322,2,97,1,Lost Customers
15423,37,1,43,0,Low Value Customers
15424,253,2,383,1,Lost Customers
15426,18,7,1421,0,Low Value Customers
15427,32,3,1430,0,Low Value Customers
15428,14,1,93,0,Low Value Customers
15429,26,3,429,0,Low Value Customers
15432,22,1,171,0,Low Value Customers
15433,78,3,648,0,Low Value Customers
15434,7,6,1085,0,Low Value Customers
15435,21,1,149,0,Low Value Customers
15436,11,3,1067,0,Low Value Customers
15437,261,1,200,1,Lost Customers
15438,130,1,156,0,Low Value Customers
15440,54,3,383,0,Low Value Customers
15442,248,1,594,1,Lost Customers
15443,1,8,3238,0,Low Value Customers
15444,8,2,1411,0,Low Value Customers
15445,263,1,113,1,Lost Customers
15447,330,1,155,1,Lost Customers
15448,312,1,494,1,Lost Customers
15449,25,5,977,0,Low Value Customers
15450,29,1,429,0,Low Value Customers
15452,29,3,528,0,Low Value Customers
15453,1,7,1371,0,Low Value Customers
15454,361,1,179,1,Lost Customers
15456,282,3,434,1,Lost Customers
15457,261,1,237,1,Lost Customers
15458,24,1,161,0,Low Value Customers
15460,353,1,214,1,Lost Customers
15462,93,3,234,0,Low Value Customers
15463,28,1,126,0,Low Value Customers
15464,337,1,1044,1,Lost Customers
15465,19,24,7764,0,Low Value Customers
15466,84,1,334,0,Low Value Customers
15467,8,4,537,0,Low Value Customers
15468,34,5,496,0,Low Value Customers
15469,42,4,572,0,Low Value Customers
15471,1,1,454,0,Low Value Customers
15472,112,1,371,0,Low Value Customers
15473,13,10,2077,0,Low Value Customers
15475,76,1,454,0,Low Value Customers
15478,39,2,1399,0,Low Value Customers
15480,115,1,905,0,Low Value Customers
15482,15,16,15366,0,Low Value Customers
15483,160,4,225,1,Lost Customers
15484,0,5,3621,0,Low Value Customers
15485,29,3,2564,0,Low Value Customers
15488,92,1,91,0,Low Value Customers
15489,22,4,1178,0,Low Value Customers
15491,94,7,3109,0,Low Value Customers
15492,27,2,659,0,Low Value Customers
15493,32,7,1987,0,Low Value Customers
15494,20,2,1280,0,Low Value Customers
15497,17,3,1264,0,Low Value Customers
15498,0,35,14236,0,Low Value Customers
15500,7,4,1131,0,Low Value Customers
15502,15,23,15228,0,Low Value Customers
15503,362,1,141,1,Lost Customers
15504,80,1,52,0,Low Value Customers
15505,52,7,3724,0,Low Value Customers
15506,22,3,972,0,Low Value Customers
15507,171,1,475,1,Lost Customers
15508,188,6,1000,1,Lost Customers
15510,330,1,250,1,Lost Customers
15511,11,5,900,0,Low Value Customers
15512,155,2,121,1,Lost Customers
15513,30,22,14996,0,Low Value Customers
15514,11,13,5139,0,Low Value Customers
15516,44,3,62,0,Low Value Customers
15517,232,1,267,1,Lost Customers
15518,63,13,1952,0,Low Value Customers
15520,1,1,343,0,Low Value Customers
15521,35,13,3425,0,Low Value Customers
15522,32,2,397,0,Low Value Customers
15523,83,1,412,0,Low Value Customers
15524,24,1,440,0,Low Value Customers
15525,1,4,749,0,Low Value Customers
15526,32,2,148,0,Low Value Customers
15527,18,10,2509,0,Low Value Customers
15528,253,1,229,1,Lost Customers
15529,22,12,3990,0,Low Value Customers
15530,21,4,1497,0,Low Value Customers
15531,7,2,1972,0,Low Value Customers
15532,24,6,1628,0,Low Value Customers
15533,18,5,868,0,Low Value Customers
15535,172,7,579,1,Lost Customers
15537,162,1,110,1,Lost Customers
15539,6,1,538,0,Low Value Customers
15540,10,1,213,0,Low Value Customers
15541,113,1,85,0,Low Value Customers
15543,287,1,127,1,Lost Customers
15544,8,11,3550,0,Low Value Customers
15545,53,2,288,0,Low Value Customers
15547,6,14,4910,0,Low Value Customers
15549,76,4,1718,0,Low Value Customers
15550,3,4,575,0,Low Value Customers
15551,36,1,436,0,Low Value Customers
15552,216,1,90,1,Lost Customers
15553,59,1,428,0,Low Value Customers
15554,277,1,217,1,Lost Customers
15555,11,20,4841,0,Low Value Customers
15556,23,1,279,0,Low Value Customers
15557,28,1,468,0,Low Value Customers
15561,11,5,878,0,Low Value Customers
15562,351,1,134,1,Lost Customers
15563,8,7,1481,0,Low Value Customers
15565,49,2,173,0,Low Value Customers
15567,18,1,186,0,Low Value Customers
15568,2,3,758,0,Low Value Customers
15569,103,5,1375,0,Low Value Customers
15570,6,13,4204,0,Low Value Customers
15571,11,4,650,0,Low Value Customers
15572,4,7,2533,0,Low Value Customers
15573,31,2,591,0,Low Value Customers
15574,177,4,675,1,Lost Customers
15576,37,1,921,0,Low Value Customers
15577,150,3,258,1,Lost Customers
15578,161,1,127,1,Lost Customers
15579,68,2,327,0,Low Value Customers
15581,120,14,3925,0,Low Value Customers
15582,24,3,682,0,Low Value Customers
15584,23,5,723,0,Low Value Customers
15585,176,1,455,1,Lost Customers
15587,49,4,913,0,Low Value Customers
15589,252,4,500,1,Lost Customers
15590,288,1,30,1,Lost Customers
15592,46,1,388,0,Low Value Customers
15593,70,1,199,0,Low Value Customers
15594,15,6,1776,0,Low Value Customers
15596,100,9,1469,0,Low Value Customers
15597,29,2,333,0,Low Value Customers
15598,34,3,245,0,Low Value Customers
15599,26,2,761,0,Low Value Customers
15601,10,17,6807,0,Low Value Customers
15602,7,15,1512,0,Low Value Customers
15603,78,1,48,0,Low Value Customers
15604,51,1,216,0,Low Value Customers
15605,35,5,1198,0,Low Value Customers
15606,56,11,3417,0,Low Value Customers
15607,336,1,104,1,Lost Customers
15608,27,4,1093,0,Low Value Customers
15609,182,2,326,1,Lost Customers
15610,51,1,112,0,Low Value Customers
15611,9,15,1614,0,Low Value Customers
15612,35,2,195,0,Low Value Customers
15615,9,27,10439,0,Low Value Customers
15618,32,5,806,0,Low Value Customers
15619,10,1,336,0,Low Value Customers
15620,49,6,1581,0,Low Value Customers
15621,3,6,1427,0,Low Value Customers
15622,2,16,4194,0,Low Value Customers
15623,140,1,301,1,Lost Customers
15624,116,4,588,0,Low Value Customers
15625,99,8,1563,0,Low Value Customers
15626,74,2,675,0,Low Value Customers
15628,4,10,2874,0,Low Value Customers
15630,44,3,1192,0,Low Value Customers
15632,15,10,3423,0,Low Value Customers
15634,16,1,243,0,Low Value Customers
15636,89,2,724,0,Low Value Customers
15637,52,1,223,0,Low Value Customers
15638,300,1,94,1,Lost Customers
15639,133,1,425,0,Low Value Customers
15640,3,17,12495,0,Low Value Customers
15641,104,4,1887,0,Low Value Customers
15643,178,6,680,1,Lost Customers
15644,165,4,803,1,Lost Customers
15645,18,1,612,0,Low Value Customers
15646,157,4,470,1,Lost Customers
15648,203,4,696,1,Lost Customers
15649,335,2,816,1,Lost Customers
15651,36,3,646,0,Low Value Customers
15652,90,1,337,0,Low Value Customers
15653,92,2,877,0,Low Value Customers
15654,8,2,922,0,Low Value Customers
15655,232,2,610,1,Lost Customers
15656,44,4,748,0,Low Value Customers
15657,22,1,30,0,Low Value Customers
15658,189,8,1089,1,Lost Customers
15659,43,1,306,0,Low Value Customers
15660,24,12,1649,0,Low Value Customers
15661,316,2,309,1,Lost Customers
15663,105,1,138,0,Low Value Customers
15664,50,2,414,0,Low Value Customers
15665,167,2,2222,1,Lost Customers
15667,39,1,301,0,Low Value Customers
15668,217,1,76,1,Lost Customers
15669,39,5,690,0,Low Value Customers
15670,296,1,173,1,Lost Customers
15671,18,10,2678,0,Low Value Customers
15673,87,4,2726,0,Low Value Customers
15674,72,8,3149,0,Low Value Customers
15675,80,3,323,0,Low Value Customers
15676,8,5,3547,0,Low Value Customers
15677,48,1,657,0,Low Value Customers
15678,52,1,352,0,Low Value Customers
15679,23,4,781,0,Low Value Customers
15680,8,3,1333,0,Low Value Customers
15681,17,6,1905,0,Low Value Customers
15683,116,1,193,0,Low Value Customers
15687,8,11,3004,0,Low Value Customers
15689,119,2,254,0,Low Value Customers
15690,3,2,239,0,Low Value Customers
15691,251,1,136,1,Lost Customers
15692,27,1,191,0,Low Value Customers
15694,0,15,6535,0,Low Value Customers
15695,266,2,409,1,Lost Customers
15696,32,12,2803,0,Low Value Customers
15699,17,1,309,0,Low Value Customers
15700,171,3,729,1,Lost Customers
15701,1,4,1529,0,Low Value Customers
15703,264,1,211,1,Lost Customers
15704,139,4,2293,0,Low Value Customers
15705,200,1,143,1,Lost Customers
15706,59,7,1119,0,Low Value Customers
15707,34,4,916,0,Low Value Customers
15708,40,11,3269,0,Low Value Customers
15709,283,1,133,1,Lost Customers
15712,8,5,1072,0,Low Value Customers
15713,142,3,366,1,Lost Customers
15714,11,2,330,0,Low Value Customers
15716,145,4,1101,1,Lost Customers
15717,233,1,150,1,Lost Customers
15719,32,14,5031,0,Low Value Customers
15720,23,1,598,0,Low Value Customers
15721,11,1,471,0,Low Value Customers
15722,35,6,2252,0,Low Value Customers
15723,364,1,190,1,Lost Customers
15724,200,3,224,1,Lost Customers
15725,14,1,415,0,Low Value Customers
15727,16,7,5159,0,Low Value Customers
15728,48,1,134,0,Low Value Customers
15729,197,2,108,1,Lost Customers
15730,65,4,1133,0,Low Value Customers
15732,211,2,294,1,Lost Customers
15733,282,1,162,1,Lost Customers
15734,114,2,1339,0,Low Value Customers
15737,14,12,1255,0,Low Value Customers
15738,18,19,4836,0,Low Value Customers
15739,65,1,449,0,Low Value Customers
15740,48,1,154,0,Low Value Customers
15743,15,4,775,0,Low Value Customers
15744,77,1,34,0,Low Value Customers
15745,8,6,1117,0,Low Value Customers
15746,133,2,210,0,Low Value Customers
15747,12,3,946,0,Low Value Customers
15748,39,1,144,0,Low Value Customers
15749,234,4,67532,1,Lost Customers
15750,2,9,2477,0,Low Value Customers
15752,39,8,2635,0,Low Value Customers
15753,304,1,79,1,Lost Customers
15754,50,4,461,0,Low Value Customers
15755,0,8,2409,0,Low Value Customers
15756,60,4,528,0,Low Value Customers
15757,65,2,714,0,Low Value Customers
15758,24,1,205,0,Low Value Customers
15759,217,3,253,1,Lost Customers
15762,64,2,583,0,Low Value Customers
15763,31,3,1125,0,Low Value Customers
15764,80,10,3314,0,Low Value Customers
15766,63,1,315,0,Low Value Customers
15768,115,4,661,0,Low Value Customers
15769,6,29,60681,0,Low Value Customers
15773,5,1,635,0,Low Value Customers
15774,68,1,270,0,Low Value Customers
15775,244,1,104,1,Lost Customers
15776,132,1,241,0,Low Value Customers
15777,240,5,1072,1,Lost Customers
15780,183,3,475,1,Lost Customers
15781,24,4,357,0,Low Value Customers
15782,9,4,2635,0,Low Value Customers
15783,10,1,246,0,Low Value Customers
15785,29,8,2354,0,Low Value Customers
15786,43,5,5017,0,Low Value Customers
15787,25,3,933,0,Low Value Customers
15789,357,1,351,1,Lost Customers
15790,9,1,218,0,Low Value Customers
15791,43,3,1620,0,Low Value Customers
15793,8,4,982,0,Low Value Customers
15795,149,1,610,1,Lost Customers
15796,0,10,2753,0,Low Value Customers
15797,112,4,2207,0,Low Value Customers
15799,75,3,884,0,Low Value Customers
15800,106,2,696,0,Low Value Customers
15801,45,4,1085,0,Low Value Customers
15802,142,3,1354,1,Lost Customers
15803,50,1,415,0,Low Value Customers
15804,0,19,4564,0,Low Value Customers
15805,22,20,5564,0,Low Value Customers
15806,45,3,784,0,Low Value Customers
15807,49,3,903,0,Low Value Customers
15808,305,5,3661,1,Lost Customers
15809,35,6,632,0,Low Value Customers
15810,78,7,1638,0,Low Value Customers
15811,16,9,2265,0,Low Value Customers
15812,106,5,1801,0,Low Value Customers
15813,207,2,1303,1,Lost Customers
15814,2,6,2047,0,Low Value Customers
15815,63,5,2100,0,Low Value Customers
15819,48,4,1905,0,Low Value Customers
15820,319,1,206,1,Lost Customers
15821,43,2,570,0,Low Value Customers
15822,2,2,885,0,Low Value Customers
15823,336,2,870,1,Lost Customers
15825,171,1,532,1,Lost Customers
15826,50,4,1659,0,Low Value Customers
15827,72,20,2030,0,Low Value Customers
15829,98,2,636,0,Low Value Customers
15830,28,2,604,0,Low Value Customers
15831,57,4,848,0,Low Value Customers
15832,253,1,836,1,Lost Customers
15834,69,6,2374,0,Low Value Customers
15835,43,4,954,0,Low Value Customers
15836,44,2,157,0,Low Value Customers
15837,64,1,391,0,Low Value Customers
15838,10,21,33935,0,Low Value Customers
15839,24,5,1076,0,Low Value Customers
15840,58,3,365,0,Low Value Customers
15841,63,6,1239,0,Low Value Customers
15843,303,1,118,1,Lost Customers
15844,45,1,130,0,Low Value Customers
15845,17,10,3772,0,Low Value Customers
15847,37,2,389,0,Low Value Customers
15850,18,2,234,0,Low Value Customers
15852,186,2,160,1,Lost Customers
15853,51,1,110,0,Low Value Customers
15854,3,12,2969,0,Low Value Customers
15855,136,5,712,0,Low Value Customers
15856,3,31,16357,0,Low Value Customers
15857,18,1,297,0,Low Value Customers
15858,15,5,1427,0,Low Value Customers
15860,40,8,965,0,Low Value Customers
15861,11,9,3311,0,Low Value Customers
15862,7,4,832,0,Low Value Customers
15863,25,2,68,0,Low Value Customers
15864,21,8,2102,0,Low Value Customers
15865,40,3,895,0,Low Value Customers
15866,100,1,211,0,Low Value Customers
15867,4,16,3824,0,Low Value Customers
15869,276,2,149,1,Lost Customers
15870,32,1,351,0,Low Value Customers
15872,14,2,316,0,Low Value Customers
15874,62,9,4481,0,Low Value Customers
15877,1,3,542,0,Low Value Customers
15880,368,2,359,1,Lost Customers
15881,311,8,564,1,Lost Customers
15882,198,5,537,1,Lost Customers
15883,1,2,396,0,Low Value Customers
15885,92,3,379,0,Low Value Customers
15886,59,1,181,0,Low Value Customers
15888,79,2,195,0,Low Value Customers
15889,156,2,420,1,Lost Customers
15891,226,1,511,1,Lost Customers
15894,252,2,258,1,Lost Customers
15895,149,1,179,1,Lost Customers
15897,193,2,208,1,Lost Customers
15898,0,6,1388,0,Low Value Customers
15899,368,1,56,1,Lost Customers
15900,23,1,337,0,Low Value Customers
15901,16,3,351,0,Low Value Customers
15903,9,8,5127,0,Low Value Customers
15904,7,1,164,0,Low Value Customers
15906,19,8,1613,0,Low Value Customers
15907,3,3,882,0,Low Value Customers
15909,173,1,191,1,Lost Customers
15910,0,8,1228,0,Low Value Customers
15912,177,2,264,1,Lost Customers
15916,15,10,1539,0,Low Value Customers
15917,247,1,123,1,Lost Customers
15918,190,2,334,1,Lost Customers
15919,19,2,525,0,Low Value Customers
15920,153,4,167,1,Lost Customers
15921,172,1,323,1,Lost Customers
15922,371,2,375,1,Lost Customers
15923,372,1,127,1,Lost Customers
15925,193,1,207,1,Lost Customers
15930,66,1,426,0,Low Value Customers
15932,3,11,2529,0,Low Value Customers
15933,20,3,1107,0,Low Value Customers
15935,238,2,416,1,Lost Customers
15937,63,1,145,0,Low Value Customers
15938,111,5,404,0,Low Value Customers
15939,89,16,6127,0,Low Value Customers
15940,310,2,39,1,Lost Customers
15942,133,1,337,0,Low Value Customers
15944,276,1,325,1,Lost Customers
15945,364,1,181,1,Lost Customers
15947,82,1,1708,0,Low Value Customers
15948,7,2,955,0,Low Value Customers
15949,16,2,364,0,Low Value Customers
15950,1,5,1804,0,Low Value Customers
15951,0,3,746,0,Low Value Customers
15952,33,4,781,0,Low Value Customers
15953,14,10,1682,0,Low Value Customers
15955,23,16,4442,0,Low Value Customers
15957,31,1,428,0,Low Value Customers
15958,73,1,104,0,Low Value Customers
15963,19,2,470,0,Low Value Customers
15965,16,4,808,0,Low Value Customers
15967,22,2,397,0,Low Value Customers
15969,2,4,749,0,Low Value Customers
15970,303,1,314,1,Lost Customers
15971,17,12,4199,0,Low Value Customers
15973,235,3,515,1,Lost Customers
15974,38,8,3454,0,Low Value Customers
15975,83,1,371,0,Low Value Customers
15976,164,2,427,1,Lost Customers
15977,16,2,1054,0,Low Value Customers
15978,76,1,1098,0,Low Value Customers
15980,88,3,2398,0,Low Value Customers
15981,24,8,3408,0,Low Value Customers
15983,21,4,1465,0,Low Value Customers
15984,2,11,2801,0,Low Value Customers
15985,122,3,1247,0,Low Value Customers
15986,29,1,168,0,Low Value Customers
15987,11,7,1432,0,Low Value Customers
15988,18,1,156,0,Low Value Customers
15990,43,2,792,0,Low Value Customers
15992,3,1,41,0,Low Value Customers
15993,8,10,2818,0,Low Value Customers
15994,54,1,414,0,Low Value Customers
15996,87,7,1048,0,Low Value Customers
15998,36,6,3086,0,Low Value Customers
16000,2,3,12393,0,Low Value Customers
16003,29,5,2735,0,Low Value Customers
16005,11,4,578,0,Low Value Customers
16006,210,1,101,1,Lost Customers
16007,47,4,1693,0,Low Value Customers
16008,23,3,478,0,Low Value Customers
16009,21,4,972,0,Low Value Customers
16010,245,3,392,1,Lost Customers
16011,7,16,3352,0,Low Value Customers
16012,34,3,1415,0,Low Value Customers
16013,3,54,40894,2,Big Spenders
16014,35,4,656,0,Low Value Customers
16015,3,4,719,0,Low Value Customers
16016,2,10,1490,0,Low Value Customers
16017,46,1,211,0,Low Value Customers
16018,38,2,408,0,Low Value Customers
16019,1,10,4122,0,Low Value Customers
16020,16,3,851,0,Low Value Customers
16022,259,1,602,1,Lost Customers
16023,45,3,719,0,Low Value Customers
16024,11,1,251,0,Low Value Customers
16025,29,1,439,0,Low Value Customers
16026,42,1,236,0,Low Value Customers
16027,91,7,1017,0,Low Value Customers
16029,38,76,108532,2,Big Spenders
16030,309,1,331,1,Lost Customers
16031,91,2,547,0,Low Value Customers
16033,5,27,8867,0,Low Value Customers
16034,195,3,437,1,Lost Customers
16036,86,2,758,0,Low Value Customers
16037,269,3,855,1,Lost Customers
16038,7,4,489,0,Low Value Customers
16040,64,3,1313,0,Low Value Customers
16041,30,3,3166,0,Low Value Customers
16042,21,7,1227,0,Low Value Customers
16043,37,4,773,0,Low Value Customers
16045,119,4,1340,0,Low Value Customers
16048,85,3,269,0,Low Value Customers
16049,39,3,1074,0,Low Value Customers
16050,173,1,137,1,Lost Customers
16052,53,1,362,0,Low Value Customers
16053,32,2,1511,0,Low Value Customers
16054,144,1,783,1,Lost Customers
16055,220,1,134,1,Lost Customers
16056,44,1,650,0,Low Value Customers
16057,3,10,2386,0,Low Value Customers
16059,65,6,1453,0,Low Value Customers
16061,268,1,29,1,Lost Customers
16062,9,4,1153,0,Low Value Customers
16063,259,1,335,1,Lost Customers
16065,364,1,367,1,Lost Customers
16066,16,5,1521,0,Low Value Customers
16070,21,2,852,0,Low Value Customers
16071,44,1,326,0,Low Value Customers
16072,287,1,584,1,Lost Customers
16073,291,2,150,1,Lost Customers
16076,2,11,2295,0,Low Value Customers
16078,283,1,79,1,Lost Customers
16079,16,3,1352,0,Low Value Customers
16080,81,3,257,0,Low Value Customers
16081,55,5,2799,0,Low Value Customers
16083,100,2,1317,0,Low Value Customers
16084,298,1,436,1,Lost Customers
16085,22,5,981,0,Low Value Customers
16086,58,6,1123,0,Low Value Customers
16091,154,2,315,1,Lost Customers
16092,98,5,856,0,Low Value Customers
16093,106,1,17,0,Low Value Customers
16094,11,6,1114,0,Low Value Customers
16096,263,1,320,1,Lost Customers
16097,239,1,185,1,Lost Customers
16098,87,7,2005,0,Low Value Customers
16099,49,3,731,0,Low Value Customers
16101,8,3,1335,0,Low Value Customers
16102,41,3,1842,0,Low Value Customers
16103,6,6,1429,0,Low Value Customers
16104,61,1,298,0,Low Value Customers
16105,248,1,336,1,Lost Customers
16106,65,1,108,0,Low Value Customers
16107,17,7,3204,0,Low Value Customers
16108,84,2,868,0,Low Value Customers
16109,218,2,611,1,Lost Customers
16110,44,3,1320,0,Low Value Customers
16112,142,4,195,1,Lost Customers
16113,182,1,161,1,Lost Customers
16114,170,1,135,1,Lost Customers
16115,9,8,1660,0,Low Value Customers
16116,205,2,632,1,Lost Customers
16117,189,1,232,1,Lost Customers
16119,7,2,423,0,Low Value Customers
16120,58,5,1324,0,Low Value Customers
16121,56,2,854,0,Low Value Customers
16122,72,4,684,0,Low Value Customers
16123,51,1,307,0,Low Value Customers
16124,315,2,310,1,Lost Customers
16125,366,1,289,1,Lost Customers
16126,28,4,6287,0,Low Value Customers
16127,38,1,656,0,Low Value Customers
16128,17,5,1880,0,Low Value Customers
16131,51,6,3506,0,Low Value Customers
16133,3,46,14872,0,Low Value Customers
16134,21,3,632,0,Low Value Customers
16135,262,1,517,1,Lost Customers
16136,59,3,709,0,Low Value Customers
16138,367,1,7,1,Lost Customers
16139,18,3,635,0,Low Value Customers
16140,52,4,746,0,Low Value Customers
16141,87,1,620,0,Low Value Customers
16142,249,1,535,1,Lost Customers
16143,2,7,2430,0,Low Value Customers
16144,246,1,175,1,Lost Customers
16145,8,18,3857,0,Low Value Customers
16146,156,3,734,1,Lost Customers
16147,133,1,375,0,Low Value Customers
16148,295,1,76,1,Lost Customers
16149,4,2,280,0,Low Value Customers
16150,38,10,2199,0,Low Value Customers
16152,268,1,1829,1,Lost Customers
16153,49,5,1824,0,Low Value Customers
16156,8,13,3189,0,Low Value Customers
16157,15,4,669,0,Low Value Customers
16159,281,1,348,1,Lost Customers
16160,63,4,1041,0,Low Value Customers
16161,1,26,5756,0,Low Value Customers
16162,251,1,37,1,Lost Customers
16163,224,3,1271,1,Lost Customers
16164,16,4,842,0,Low Value Customers
16168,10,28,3804,0,Low Value Customers
16169,7,4,1822,0,Low Value Customers
16170,50,7,1889,0,Low Value Customers
16171,58,1,73,0,Low Value Customers
16172,94,5,1140,0,Low Value Customers
16173,15,7,1430,0,Low Value Customers
16174,125,3,1009,0,Low Value Customers
16175,93,4,1037,0,Low Value Customers
16177,49,1,331,0,Low Value Customers
16178,137,1,197,1,Lost Customers
16179,60,1,215,0,Low Value Customers
16180,99,10,10290,0,Low Value Customers
16181,72,1,305,0,Low Value Customers
16182,71,4,6617,0,Low Value Customers
16183,66,1,338,0,Low Value Customers
16184,63,7,1162,0,Low Value Customers
16185,16,2,529,0,Low Value Customers
16186,22,13,4021,0,Low Value Customers
16187,31,17,6981,0,Low Value Customers
16188,44,4,981,0,Low Value Customers
16189,15,2,215,0,Low Value Customers
16190,39,1,215,0,Low Value Customers
16191,2,25,5447,0,Low Value Customers
16193,236,1,314,1,Lost Customers
16198,74,1,400,0,Low Value Customers
16200,3,2,1068,0,Low Value Customers
16201,2,5,1905,0,Low Value Customers
16202,360,1,365,1,Lost Customers
16203,58,5,596,0,Low Value Customers
16204,22,1,384,0,Low Value Customers
16205,30,4,757,0,Low Value Customers
16206,54,4,537,0,Low Value Customers
16207,24,1,394,0,Low Value Customers
16208,44,2,664,0,Low Value Customers
16209,88,5,2262,0,Low Value Customers
16210,1,18,21086,0,Low Value Customers
16211,80,2,551,0,Low Value Customers
16212,18,3,699,0,Low Value Customers
16213,78,1,159,0,Low Value Customers
16214,170,3,1062,1,Lost Customers
16215,80,1,242,0,Low Value Customers
16216,266,1,914,1,Lost Customers
16217,234,4,349,1,Lost Customers
16218,29,8,3114,0,Low Value Customers
16221,36,3,860,0,Low Value Customers
16222,317,1,773,1,Lost Customers
16224,56,4,1295,0,Low Value Customers
16225,44,5,1096,0,Low Value Customers
16226,202,3,255,1,Lost Customers
16227,218,2,320,1,Lost Customers
16229,86,2,1010,0,Low Value Customers
16230,189,2,542,1,Lost Customers
16232,32,5,998,0,Low Value Customers
16233,70,5,651,0,Low Value Customers
16235,40,6,876,0,Low Value Customers
16236,77,1,432,0,Low Value Customers
16239,56,3,455,0,Low Value Customers
16240,7,5,3743,0,Low Value Customers
16241,9,13,2590,0,Low Value Customers
16242,7,8,3584,0,Low Value Customers
16243,33,2,409,0,Low Value Customers
16244,211,2,1522,1,Lost Customers
16245,23,5,1474,0,Low Value Customers
16247,169,1,114,1,Lost Customers
16248,61,1,152,0,Low Value Customers
16249,52,5,1800,0,Low Value Customers
16250,260,2,389,1,Lost Customers
16252,365,1,295,1,Lost Customers
16253,31,3,3702,0,Low Value Customers
16255,16,10,2630,0,Low Value Customers
16256,257,2,772,1,Lost Customers
16257,176,1,46,1,Lost Customers
16258,44,5,5203,0,Low Value Customers
16260,50,1,1035,0,Low Value Customers
16261,16,4,728,0,Low Value Customers
16262,360,1,31,1,Lost Customers
16265,8,11,5470,0,Low Value Customers
16266,73,7,861,0,Low Value Customers
16268,70,2,667,0,Low Value Customers
16270,352,1,1141,1,Lost Customers
16271,2,6,1410,0,Low Value Customers
16272,116,1,411,0,Low Value Customers
16274,372,1,351,1,Lost Customers
16275,196,1,559,1,Lost Customers
16276,176,1,810,1,Lost Customers
16278,22,3,594,0,Low Value Customers
16279,20,4,1515,0,Low Value Customers
16281,71,1,2062,0,Low Value Customers
16282,339,1,168,1,Lost Customers
16283,5,7,1610,0,Low Value Customers
16284,30,2,812,0,Low Value Customers
16287,169,1,142,1,Lost Customers
